id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
430,新城家园,塘沽,94.8,11217元/平米,2室2厅1厨1卫,低楼层 (共33层),84.52㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯六户,集中供暖,有,2023-06-05,商品房,2012-09-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
431,凤园里,南开,172,29513元/平米,2室1厅1厨1卫,中楼层 (共6层),58.28㎡,平层,58.28㎡,板楼,南 北,混合结构,精装,一梯三户,集中供暖,无,2023-06-05,私产,2018-06-27,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
432,香江健康小镇丁香湾,宝坻,85,3655元/平米,6室2厅1厨4卫,低楼层 (共3层),232.62㎡,暂无数据,南,钢混结构,毛坯,联排,集中供暖,null,null,null,2021-05-24,商品房,2021-05-13,别墅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
433,家贤里,西青,65,9779元/平米,1室1厅1厨1卫,高楼层 (共18层),66.47㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,集中供暖,有,2023-06-17,商品房,2020-07-16,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
434,泰达时代,开发区,369,14786元/平米,4室2厅1厨3卫,高楼层 (共12层),249.57㎡,跃层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,2022-10-13,商品房,2010-03-25,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片
435,远洋心里,塘沽,115,14412元/平米,2室1厅1厨1卫,中楼层 (共29层),79.8㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,2023-06-03,商品房,2018-06-02,普通住宅,满五年,非共有,"
                                有抵押 50万元
                              ",已上传房本照片
436,融科瀚棠丰合园,开发区,220,23550元/平米,2室1厅1厨1卫,中楼层 (共23层),93.42㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,集中供暖,有,2023-06-16,商品房,2017-04-06,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
437,绿城桃李春风,静海,129,10967元/平米,3室2厅1厨2卫,中楼层 (共7层),117.63㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2023-01-06,商品房,2018-12-07,普通住宅,满两年,非共有,"
                                有抵押 80万元 建设银行 业主自还
                              ",已上传房本照片
438,诚基经贸中心,和平,298,48440元/平米,2室2厅1厨2卫,高楼层 (共50层),61.52㎡,跃层,暂无数据,塔楼,东,钢混结构,精装,八梯三十六户,集中供暖,有,2023-01-31,商品房,2014-04-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
439,融泰城,西青,196,13655元/平米,4室2厅1厨2卫,低楼层 (共27层),143.54㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯四户,集中供暖,有,2023-02-24,商品房,2017-07-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
440,长达公寓,河西,140,22888元/平米,1室1厅1厨1卫,低楼层 (共6层),61.17㎡,平层,暂无数据,板楼,南,混合结构,其他,一梯三户,集中供暖,无,2023-06-16,商品房,2020-05-29,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
441,月荣轩,开发区,179,19512元/平米,2室2厅1厨1卫,低楼层 (共30层),91.74㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,集中供暖,有,2021-12-21,商品房,2017-03-03,普通住宅,满五年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片
442,沁园,开发区,168,24225元/平米,1室1厅1厨1卫,中楼层 (共12层),69.35㎡,平层,暂无数据,板塔结合,南,框架结构,简装,两梯九户,集中供暖,有,2023-06-10,商品房,2016-04-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
443,鸿泰公寓,开发区,269,21529元/平米,2室2厅1厨1卫,低楼层 (共12层),124.95㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2023-05-12,商品房,2018-12-17,普通住宅,满两年,非共有,"
                                有抵押 10万元 业主自还
                              ",已上传房本照片
444,华城景苑盛和嘉园,西青,70,12038元/平米,1室1厅1厨1卫,中楼层 (共11层),58.15㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,三梯三户,集中供暖,有,2023-06-06,限价商品房,2017-12-29,普通住宅,满五年,非共有,"
                                有抵押 10万元 建行  业主自还
                              ",已上传房本照片
445,阳光新园,开发区,320,20638元/平米,3室1厅1厨0卫,中楼层 (共6层),155.06㎡,平层,暂无数据,板楼,南 北,混合结构,其他,一梯两户,集中供暖,无,2023-06-12,商品房,2008-06-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
446,荣鑫园,开发区,280,18095元/平米,3室2厅1厨2卫,低楼层 (共6层),154.74㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2023-05-23,私产,2010-05-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
447,安田心屿,宝坻,104,10270元/平米,3室2厅1厨1卫,中楼层 (共24层),101.27㎡,平层,暂无数据,板楼,南 北,框架结构,毛坯,两梯四户,集中供暖,有,2022-10-08,商品房,2021-02-09,普通住宅,满两年,非共有,"
                                有抵押 70万元
                              ",已上传房本照片
448,首创珐瑯墅昆芳苑,津南,439,21961元/平米,4室2厅1厨2卫,低楼层 (共3层),199.9㎡,暂无数据,南 北,未知结构,精装,联排,暂无数据,null,null,null,2023-03-20,商品房,2013-11-01,别墅,满五年,非共有,"
                                有抵押 90万元 农商银行 业主自还
                              ",已上传房本照片
449,瑞德里,南开,120,34404元/平米,1室1厅1厨1卫,低楼层 (共7层),34.88㎡,平层,34.88㎡,板楼,南,混合结构,其他,一梯四户,集中供暖,无,2023-06-08,商品房,2016-12-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
450,泰达时代,开发区,442,20930元/平米,4室3厅1厨2卫,高楼层 (共12层),211.19㎡,复式,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,集中供暖,有,2022-02-21,商品房,2007-12-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
451,华亭国际,西青,170,18904元/平米,2室1厅1厨1卫,低楼层 (共5层),89.93㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,无,2023-06-09,商品房,2015-06-23,普通住宅,满五年,共有,"
                                有抵押 60万元 业主自还
                              ",已上传房本照片
452,淮兴园,北辰,115,13038元/平米,2室1厅1厨1卫,高楼层 (共18层),88.21㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,集中供暖,有,2023-06-14,限价商品房,2016-08-17,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
453,时代花园(蓟州),蓟州,108,11939元/平米,2室2厅1厨1卫,中楼层 (共18层),90.46㎡,平层,暂无数据,塔楼,南 北,钢混结构,其他,一梯四户,集中供暖,有,2023-06-14,商品房,2016-11-21,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片
454,星缘轩,开发区,305,15902元/平米,4室2厅1厨2卫,中楼层 (共5层),191.81㎡,跃层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,无,2022-10-10,私产,2009-10-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
455,玉容花园,河北,89,13176元/平米,1室1厅1厨1卫,中楼层 (共7层),67.55㎡,平层,暂无数据,板楼,南,混合结构,精装,一梯三户,集中供暖,无,2023-06-16,私产,2004-04-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
456,河南路,和平,280,59842元/平米,2室1厅1厨1卫,低楼层 (共6层),46.79㎡,平层,46.79㎡,板楼,东,钢混结构,简装,一梯四户,自供暖,无,2022-05-17,商品房,2013-05-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
457,福园,东丽,53,6797元/平米,2室1厅1厨1卫,高楼层 (共6层),77.98㎡,平层,暂无数据,板楼,南,混合结构,其他,一梯两户,集中供暖,无,2023-06-04,私产,2013-10-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
458,泰达时代,开发区,265,18412元/平米,3室2厅1厨2卫,高楼层 (共12层),143.93㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,2022-08-30,商品房,2017-09-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
459,尊品庭苑,开发区,303,15546元/平米,3室2厅1厨2卫,低楼层 (共16层),194.91㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯两户,自供暖,有,2022-10-27,商品房,2018-10-27,普通住宅,满两年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片
460,凯旋苑,滨海新区,198.5,14884元/平米,3室2厅1厨1卫,中楼层 (共5层),133.37㎡,错层,暂无数据,板楼,南 北,混合结构,其他,一梯两户,集中供暖,无,2023-06-12,商品房,2006-11-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
461,社会山南苑,西青,142,15648元/平米,3室1厅1厨1卫,低楼层 (共18层),90.75㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2023-05-26,商品房,2017-12-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
462,雅都天元居东区,开发区,356,24299元/平米,3室2厅1厨2卫,中楼层 (共18层),146.51㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2023-05-20,商品房,2011-08-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
463,天津富力新城,静海,55,5422元/平米,3室2厅1厨1卫,高楼层 (共27层),101.45㎡,平层,101.45㎡,板楼,南 北,钢混结构,简装,两梯四户,自供暖,有,2023-03-09,商品房,2017-05-20,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
464,长寿公寓,和平,399,41580元/平米,2室1厅1厨1卫,低楼层 (共18层),95.96㎡,平层,暂无数据,板楼,西北,钢混结构,精装,两梯四户,集中供暖,有,2022-06-28,商品房,2007-04-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
465,民盛里,西青,66,9996元/平米,1室1厅1厨1卫,高楼层 (共18层),66.03㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,集中供暖,有,2023-06-15,商品房,2021-03-08,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
